Name,Brand,Price,Ar Name,Ar Brand,Arabic Category,HighResImg,MediumResImg,LowResImg
SADIA WH.CHICKEN 1300G,Sadia,51.95,ساديا دجاجه 1300ج,ساديا,أطعمة مجمّدة/اللحوم والدواجن/الدجاج المجمد&#39;/دجاجة كاملة,"https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h9c/hfa/10066419777566/185695_main.jpg_480Wx480H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h34/hf7/10066419679262/185695_main.jpg_200Wx200H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h45/hfa/10066419744798/185695_main.jpg_146Wx146H"
"Atyab Fried Chicken Breast, Spicy - 8 Pieces + Fries...",Atyab,70.95,اطياب صدور دجاج حارة 8ق + بطاطس,أطياب,أطعمة مجمّدة/اللحوم والدواجن/الدجاج المجمد&#39;/صدر دجاج&#39;,"https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/ha7/hf3/9801298346014/278779_main.jpg_480Wx480H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h3e/hf0/9801298247710/278779_main.jpg_200Wx200H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h50/hf3/9801298313246/278779_main.jpg_146Wx146H"
KOKI WHOLE CHICKEN 1000G-1100G,Koki,50.95,كوكى دجاجة كاملة 1100-1000ج,كوكي,أطعمة مجمّدة/اللحوم والدواجن/الدجاج المجمد&#39;/دجاجة كاملة,"https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/he0/h19/9286588301342/40526_main.jpg_480Wx480H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h0f/h13/9286588104734/40526_main.jpg_200Wx200H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/hce/h16/9286588235806/40526_main.jpg_146Wx146H"
AL KARAMA SAMBOUSEK OIL 500G,Al karamah,53.95,الكرامة سمبوسك بالزيت 500ج,الكرامة,أطعمة مجمّدة/الوجبات الجاهزة والمقبلات/ساموساس ، سبرينغ رولز وفطائر/مقبلات أخرى,"https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h31/h04/10065941954590/37761_main.jpg_480Wx480H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/hc9/h00/10065941856286/37761_main.jpg_200Wx200H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/hda/h03/10065941921822/37761_main.jpg_146Wx146H"
SUNBULAH SPRING ROOL SMALL 160G,Sunbulah,21.60,السنبلة سبرنج رولز صغير 160ج,سنبلة,أطعمة مجمّدة/الوجبات الجاهزة والمقبلات/ساموساس ، سبرينغ رولز وفطائر/مقبلات أخرى,"https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h68/hc7/9286535151646/12517_main.jpg_480Wx480H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/hed/h78/9286534955038/12517_main.jpg_200Wx200H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h57/hc4/9286535086110/12517_main.jpg_146Wx146H"
Veet Normal Skin Hair Removal Cream 50ml,Halwani bros,25.95,حلوانى سمبوسك بالجبنة 400ج,حلواني إخوان,أطعمة مجمّدة/الوجبات الجاهزة والمقبلات/ساموساس ، سبرينغ رولز وفطائر/ساموسا نباتي وجبنة,"https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h6a/hbe/9286514180126/38054_main.jpg_480Wx480H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/hee/h6f/9286513983518/38054_main.jpg_200Wx200H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/ha9/hbd/9286514114590/38054_main.jpg_146Wx146H"
GIVREX ARTICHOKE FOR STUFFING 500G,Givrex,32.95,جيفركس خرشوف للحشو 500ج,جيفركس&nbsp;,أطعمة مجمّدة/خضار وفواكه/الخضروات المجمدة/جزر,"https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h19/h55/9802357145630/12157_main.jpg_480Wx480H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/hb1/h51/9802357047326/12157_main.jpg_200Wx200H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/hc1/h54/9802357112862/12157_main.jpg_146Wx146H"
MEGA ICE CREAM CHOCO 82G,Mega,7.45,ميجا ايس كريم شيكولتة 82ج,ميجا,أطعمة مجمّدة/بوظة وحلويات/بوظة متنوعة/ايس كريم,"https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/hc4/hdb/10162675187742/36617_main.jpg_480Wx480H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h5c/hd8/10162675089438/36617_main.jpg_200Wx200H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h6c/hdb/10162675154974/36617_main.jpg_146Wx146H"
FARM FRITES POMMES ALLUMETTES 1K,Farm frites,24.95,فارم فريتس بطاطس الوميت1ك,فارم فرايتس,أطعمة مجمّدة/الوجبات الجاهزة والمقبلات/بطاطا مقلية وغيرها/البطاطس المقلية,"https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h27/h81/9286589284382/12057_main.jpg_480Wx480H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h56/h7a/9286589087774/12057_main.jpg_200Wx200H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h65/h80/9286589218846/12057_main.jpg_146Wx146H"
KING M AMERICAN WAFFLES 200G,King m,19.75,كنج ام وافلز امريكى 200ج,كنج إم,أطعمة مجمّدة/بوظة وحلويات/الحلويات,"https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h17/h24/9286499106846/41751_main.jpg_480Wx480H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h50/h2a/9286498910238/41751_main.jpg_200Wx200H","https://cdnprod.mafretailproxy.com/cdn-cgi/image/format=auto,onerror=redirect/sys-master-prod/h19/h21/9286499041310/41751_main.jpg_146Wx146H"
